AreaCode,AreaName,CategoryAttribute,Denominator,Factor,IndicatorCode,IndicatorName,IndicatorShortName,LowerConfidenceLimit,MetricCategoryName,MetricCategoryTypeName,Numerator,TimePeriodName,UpperConfidenceLimit,Value,ValueNote
E54000058,NHS Derby and Derbyshire Integrated Care Board,Persons,112135.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),70.0,White,Ethnicity,78795.0,To March 2023,70.54,70.27,
E54000058,NHS Derby and Derbyshire Integrated Care Board,Persons,1555.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),72.56,Other,Ethnicity,1165.0,To March 2023,76.86,74.76,
E54000058,NHS Derby and Derbyshire Integrated Care Board,Persons,24030.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),64.9,1 - most deprived,Deprivation quintile,15740.0,To March 2023,66.1,65.5,
E54000058,NHS Derby and Derbyshire Integrated Care Board,Persons,27470.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),67.75,2,Deprivation quintile,18765.0,To March 2023,68.85,68.3,
E54000058,NHS Derby and Derbyshire Integrated Care Board,Persons,32550.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),69.0,3,Deprivation quintile,22620.0,To March 2023,70.0,69.5,
E54000058,NHS Derby and Derbyshire Integrated Care Board,Persons,30720.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),70.03,4,Deprivation quintile,21675.0,To March 2023,71.05,70.55,
E54000058,NHS Derby and Derbyshire Integrated Care Board,Persons,35370.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),72.17,5 - least deprived,Deprivation quintile,25695.0,To March 2023,73.1,72.64,
E54000037,NHS Devon Integrated Care Board,Persons,158010.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),65.79,Persons,Sex,104315.0,To March 2023,66.25,66.02,
E54000037,NHS Devon Integrated Care Board,Male,77825.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),64.84,Male,Sex,50725.0,To March 2023,65.51,65.18,
E54000037,NHS Devon Integrated Care Board,Female,80185.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),66.51,Female,Sex,53590.0,To March 2023,67.16,66.83,
E54000037,NHS Devon Integrated Care Board,Persons,2420.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),42.42,18-39,Age group,1075.0,To March 2023,46.34,44.38,
E54000037,NHS Devon Integrated Care Board,Male,1210.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),35.31,18-39,Age group,460.0,To March 2023,40.74,38.04,
E54000037,NHS Devon Integrated Care Board,Female,1205.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),47.89,18-39,Age group,610.0,To March 2023,53.52,50.75,
E54000037,NHS Devon Integrated Care Board,Persons,29625.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),53.04,40-59,Age group,15880.0,To March 2023,54.17,53.61,
E54000037,NHS Devon Integrated Care Board,Male,16115.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),49.78,40-59,Age group,8145.0,To March 2023,51.32,50.55,
E54000037,NHS Devon Integrated Care Board,Female,13510.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),56.42,40-59,Age group,7735.0,To March 2023,58.09,57.25,
E54000037,NHS Devon Integrated Care Board,Persons,87640.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),65.99,60-79,Age group,58110.0,To March 2023,66.62,66.31,
E54000037,NHS Devon Integrated Care Board,Male,45295.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),65.83,60-79,Age group,30015.0,To March 2023,66.7,66.27,
E54000037,NHS Devon Integrated Care Board,Female,42345.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),65.9,60-79,Age group,28095.0,To March 2023,66.79,66.35,
E54000037,NHS Devon Integrated Care Board,Persons,38325.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),75.89,80+,Age group,29250.0,To March 2023,76.74,76.32,
E54000037,NHS Devon Integrated Care Board,Male,15200.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),78.95,80+,Age group,12100.0,To March 2023,80.23,79.6,
E54000037,NHS Devon Integrated Care Board,Female,23125.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),73.59,80+,Age group,17150.0,To March 2023,74.72,74.16,
E54000037,NHS Devon Integrated Care Board,Persons,1110.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),58.12,Asian,Ethnicity,680.0,To March 2023,63.77,60.97,
E54000037,NHS Devon Integrated Care Board,Persons,440.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),46.05,Black,Ethnicity,225.0,To March 2023,55.3,50.68,
E54000037,NHS Devon Integrated Care Board,Persons,16645.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),63.71,Missing,Ethnicity,10725.0,To March 2023,65.16,64.44,
E54000037,NHS Devon Integrated Care Board,Persons,385.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),53.47,Mixed,Ethnicity,225.0,To March 2023,63.24,58.55,
E54000037,NHS Devon Integrated Care Board,Persons,9035.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),60.21,Not stated,Ethnicity,5530.0,To March 2023,62.21,61.21,
E54000037,NHS Devon Integrated Care Board,Persons,129835.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),66.47,White,Ethnicity,86630.0,To March 2023,66.98,66.73,
E54000037,NHS Devon Integrated Care Board,Persons,560.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),49.73,Other,Ethnicity,300.0,To March 2023,57.9,53.93,
E54000037,NHS Devon Integrated Care Board,Persons,18635.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),61.5,1 - most deprived,Deprivation quintile,11590.0,To March 2023,62.89,62.2,
E54000037,NHS Devon Integrated Care Board,Persons,37420.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),63.96,2,Deprivation quintile,24115.0,To March 2023,64.93,64.45,
E54000037,NHS Devon Integrated Care Board,Persons,44930.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),66.08,3,Deprivation quintile,29890.0,To March 2023,66.95,66.52,
E54000037,NHS Devon Integrated Care Board,Persons,35815.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),66.55,4,Deprivation quintile,24010.0,To March 2023,67.52,67.04,
E54000037,NHS Devon Integrated Care Board,Persons,21100.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),68.7,5 - least deprived,Deprivation quintile,14630.0,To March 2023,69.94,69.33,
E54000041,NHS Dorset Integrated Care Board,Persons,103395.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),64.4,Persons,Sex,66890.0,To March 2023,64.98,64.69,
E54000041,NHS Dorset Integrated Care Board,Male,50620.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),63.28,Male,Sex,32245.0,To March 2023,64.11,63.7,
E54000041,NHS Dorset Integrated Care Board,Female,52775.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),65.24,Female,Sex,34645.0,To March 2023,66.05,65.65,
E54000041,NHS Dorset Integrated Care Board,Persons,1455.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),41.11,18-39,Age group,635.0,To March 2023,46.19,43.67,
E54000041,NHS Dorset Integrated Care Board,Male,760.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),35.61,18-39,Age group,295.0,To March 2023,42.44,39.05,
E54000041,NHS Dorset Integrated Care Board,Female,695.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),45.06,18-39,Age group,340.0,To March 2023,52.36,48.71,
E54000041,NHS Dorset Integrated Care Board,Persons,18555.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),51.5,40-59,Age group,9690.0,To March 2023,52.93,52.22,
E54000041,NHS Dorset Integrated Care Board,Male,10115.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),47.12,40-59,Age group,4865.0,To March 2023,49.06,48.09,
E54000041,NHS Dorset Integrated Care Board,Female,8440.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),56.1,40-59,Age group,4825.0,To March 2023,58.21,57.17,
E54000041,NHS Dorset Integrated Care Board,Persons,56215.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),64.16,60-79,Age group,36290.0,To March 2023,64.95,64.56,
E54000041,NHS Dorset Integrated Care Board,Male,28760.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),63.87,60-79,Age group,18530.0,To March 2023,64.97,64.43,
E54000041,NHS Dorset Integrated Care Board,Female,27455.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),64.13,60-79,Age group,17760.0,To March 2023,65.26,64.7,
E54000041,NHS Dorset Integrated Care Board,Persons,27170.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),74.09,80+,Age group,20270.0,To March 2023,75.13,74.61,
E54000041,NHS Dorset Integrated Care Board,Male,10985.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),77.07,80+,Age group,8555.0,To March 2023,78.62,77.86,
E54000041,NHS Dorset Integrated Care Board,Female,16180.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),71.72,80+,Age group,11715.0,To March 2023,73.09,72.41,
E54000041,NHS Dorset Integrated Care Board,Persons,925.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),57.39,Asian,Ethnicity,560.0,To March 2023,63.65,60.61,
E54000041,NHS Dorset Integrated Care Board,Persons,365.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),45.14,Black,Ethnicity,185.0,To March 2023,55.14,50.14,
E54000041,NHS Dorset Integrated Care Board,Persons,16020.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),62.34,Missing,Ethnicity,10110.0,To March 2023,63.84,63.09,
E54000041,NHS Dorset Integrated Care Board,Persons,310.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),53.33,Mixed,Ethnicity,185.0,To March 2023,64.13,58.97,
E54000041,NHS Dorset Integrated Care Board,Persons,5950.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),54.9,Not stated,Ethnicity,3345.0,To March 2023,57.41,56.17,
E54000041,NHS Dorset Integrated Care Board,Persons,79550.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),65.51,White,Ethnicity,52375.0,To March 2023,66.16,65.84,
E54000041,NHS Dorset Integrated Care Board,Persons,270.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),44.65,Other,Ethnicity,135.0,To March 2023,56.46,50.75,
E54000041,NHS Dorset Integrated Care Board,Persons,6365.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),56.61,1 - most deprived,Deprivation quintile,3680.0,To March 2023,59.03,57.83,
E54000041,NHS Dorset Integrated Care Board,Persons,15245.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),62.06,2,Deprivation quintile,9575.0,To March 2023,63.58,62.82,
E54000041,NHS Dorset Integrated Care Board,Persons,29765.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),64.26,3,Deprivation quintile,19290.0,To March 2023,65.34,64.81,
E54000041,NHS Dorset Integrated Care Board,Persons,28385.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),63.93,4,Deprivation quintile,18305.0,To March 2023,65.04,64.49,
E54000041,NHS Dorset Integrated Care Board,Persons,24980.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),67.38,5 - least deprived,Deprivation quintile,16975.0,To March 2023,68.54,67.96,
E54000034,NHS Frimley Integrated Care Board,Persons,106515.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),67.21,Persons,Sex,71885.0,To March 2023,67.77,67.49,
E54000034,NHS Frimley Integrated Care Board,Male,54280.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),65.75,Male,Sex,35905.0,To March 2023,66.55,66.15,
E54000034,NHS Frimley Integrated Care Board,Female,52235.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),68.48,Female,Sex,35980.0,To March 2023,69.27,68.88,
E54000034,NHS Frimley Integrated Care Board,Persons,2455.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),50.61,18-39,Age group,1290.0,To March 2023,54.52,52.59,
E54000034,NHS Frimley Integrated Care Board,Male,1295.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),44.46,18-39,Age group,610.0,To March 2023,49.85,47.19,
E54000034,NHS Frimley Integrated Care Board,Female,1155.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),55.82,18-39,Age group,680.0,To March 2023,61.43,58.65,
E54000034,NHS Frimley Integrated Care Board,Persons,27820.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),57.22,40-59,Age group,16080.0,To March 2023,58.38,57.8,
E54000034,NHS Frimley Integrated Care Board,Male,15600.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),53.99,40-59,Age group,8545.0,To March 2023,55.54,54.77,
E54000034,NHS Frimley Integrated Care Board,Female,12220.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),60.82,40-59,Age group,7535.0,To March 2023,62.53,61.68,
E54000034,NHS Frimley Integrated Care Board,Persons,54180.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),68.5,60-79,Age group,37325.0,To March 2023,69.27,68.89,
E54000034,NHS Frimley Integrated Care Board,Male,28465.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),68.27,60-79,Age group,19585.0,To March 2023,69.35,68.82,
E54000034,NHS Frimley Integrated Care Board,Female,25715.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),68.4,60-79,Age group,17735.0,To March 2023,69.53,68.97,
E54000034,NHS Frimley Integrated Care Board,Persons,22065.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),77.37,80+,Age group,17190.0,To March 2023,78.46,77.92,
E54000034,NHS Frimley Integrated Care Board,Male,8920.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),79.48,80+,Age group,7165.0,To March 2023,81.13,80.31,
E54000034,NHS Frimley Integrated Care Board,Female,13145.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),75.56,80+,Age group,10030.0,To March 2023,77.01,76.29,
E54000034,NHS Frimley Integrated Care Board,Persons,17400.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),66.32,Asian,Ethnicity,11660.0,To March 2023,67.72,67.02,
E54000034,NHS Frimley Integrated Care Board,Persons,3015.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),60.46,Black,Ethnicity,1875.0,To March 2023,63.91,62.21,
E54000034,NHS Frimley Integrated Care Board,Persons,955.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),44.9,Missing,Ethnicity,460.0,To March 2023,51.15,48.07,
E54000034,NHS Frimley Integrated Care Board,Persons,1260.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),60.75,Mixed,Ethnicity,800.0,To March 2023,66.06,63.43,
E54000034,NHS Frimley Integrated Care Board,Persons,2530.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),54.64,Not stated,Ethnicity,1430.0,To March 2023,58.46,56.56,
E54000034,NHS Frimley Integrated Care Board,Persons,80345.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),68.14,White,Ethnicity,55005.0,To March 2023,68.78,68.46,
E54000034,NHS Frimley Integrated Care Board,Persons,1005.0,,CVDP007HYP,"Percentage of patients aged 18 and over, with GP recorded hypertension, in whom the last blood pressure reading (measured in the preceding 12 months) is below the age appropriate treatment threshold.",Hypertension: treatment to recommended age specific thresholds (all ages),61.74,Other,Ethnicity,650.0,To March 2023,67.59,64.71,
